Crop,District,Area (Acres),Production (M.Ton),Year,Temperature at 2 Meters Range (C),Precipitation Corrected (mm),Root Zone Soil Wetness (surface to 100 cm below),Surface Soil Wetness (surface to 5 cm below),relative_humidity_2m(%),soil_temperature_0_to_7cm(C),soil_moiture_7_to_28cm(m³/m³),soil_moisture_0_to_7cm(m³/m³),total_rain_mm
Cauliflower,Kishoreganj,615.88,4070.33,2024,30.98,9.95,0.76,0.75,78.58886,25.93063,0.309971,0.30525,2098.9
Cauliflower,Madaripur,343,717,2014,35.94,4.06,0.66,0.61,76.76629,26.90089,0.266013,0.26129,1255.6
Cauliflower,Madaripur,35,98,2015,31.81,5.86,0.68,0.64,78.92744,26.48605,0.294484,0.29298,2068.7
Cauliflower,Madaripur,43,102,2016,33.43,8.61,0.75,0.71,79.85825,26.92013,0.302616,0.297904,1862.7
Cauliflower,Madaripur,44,104,2017,30.57,12.07,0.82,0.79,80.69746,26.25037,0.324958,0.317101,2503.2
Cauliflower,Madaripur,42,108,2018,31.51,6.94,0.76,0.74,79.36549,25.84964,0.306699,0.299004,1646.2
Cauliflower,Madaripur,51,150,2019,33.75,8.54,0.76,0.72,79.75929,26.12253,0.303805,0.294923,1495.1
Cauliflower,Madaripur,45,131,2020,32.27,8.22,0.84,0.81,80.81552,25.73518,0.310719,0.302836,2063.9
Cauliflower,Madaripur,54.2,267.56,2021,34.99,6.29,0.75,0.71,78.33607,26.43853,0.293436,0.283246,1965.7
Cauliflower,Madaripur,56.73,268.91,2022,34.23,5.61,0.75,0.73,77.54981,26.48017,0.27606,0.274201,1592.5
Cauliflower,Madaripur,61.42,324.76,2023,31.94,6.63,0.74,0.71,77.48228,26.77319,0.281484,0.279796,1938.2
Cauliflower,Madaripur,61.42,324.76,2024,32.25,7.79,0.76,0.74,79.25155,26.35595,0.306983,0.307126,2088.6
Cauliflower,Manikganj,611,2039,2014,35.21,4.15,0.63,0.6,77.95299,26.55393,0.282427,0.277325,1260.9
Cauliflower,Manikganj,615,2078,2015,31.21,5.09,0.66,0.63,79.89569,26.21739,0.308882,0.306662,2355.8
Cauliflower,Manikganj,623,2092,2016,32.68,6.19,0.71,0.69,80.54194,26.58352,0.318994,0.315043,1890.2
Cauliflower,Manikganj,642,2142,2017,30.32,11.01,0.81,0.79,82.11224,26.31595,0.34573,0.337721,3132.2
Cauliflower,Manikganj,644,2140,2018,29.65,6.66,0.77,0.75,80.64903,25.95729,0.32591,0.322605,1761.1
Cauliflower,Manikganj,654,2184,2019,34.17,7.68,0.74,0.72,81.0674,26.09362,0.331305,0.321644,1543.7
Cauliflower,Manikganj,674,2322,2020,30.26,7.63,0.81,0.79,81.39465,25.89927,0.3266,0.319848,2023.8
Cauliflower,Manikganj,685.5,3645.52,2021,32.8,6.2,0.75,0.73,79.9435,26.21689,0.323819,0.314059,1691.5
Cauliflower,Manikganj,689.63,4046.45,2022,33.28,5.6,0.73,0.72,79.98566,26.23143,0.32574,0.319557,1723.5
Cauliflower,Manikganj,703.18,4035.83,2023,31.92,6.56,0.72,0.71,79.07085,26.50978,0.321531,0.313672,1927.7
Cauliflower,Manikganj,703.18,4035.83,2024,30.6,7.49,0.76,0.74,79.97549,26.33475,0.333867,0.330553,2147.5
Cauliflower,Munshiganj,765,4044,2014,33.73,4.61,0.62,0.6,77.85873,26.68153,0.269154,0.262903,1225.1
Cauliflower,Munshiganj,444,2211,2015,28.42,6.14,0.66,0.64,79.83653,26.32274,0.298213,0.294828,2015.3
Cauliflower,Munshiganj,838,4474,2016,30.42,7.91,0.72,0.71,80.61337,26.7457,0.304976,0.300909,1822.9
Cauliflower,Munshiganj,845,4318,2017,26.93,13.38,0.83,0.82,80.608,26.50405,0.338054,0.307029,2757.6
Cauliflower,Munshiganj,469,1971,2018,28.39,7.63,0.76,0.75,78.78845,26.29137,0.305013,0.26954,1699.4
Cauliflower,Munshiganj,886,2346,2019,30.98,8.18,0.73,0.71,79.57893,26.37273,0.313149,0.276293,1506.6
Cauliflower,Munshiganj,889,2435,2020,28.58,7.96,0.79,0.79,79.72283,26.14808,0.316479,0.28225,2031.6
Cauliflower,Munshiganj,888,2692.29,2021,31.7,6.32,0.72,0.71,77.17244,26.97996,0.301274,0.264306,1809
Cauliflower,Munshiganj,785.5,4333.7,2022,30.76,5.84,0.71,0.72,78.31377,26.5289,0.301062,0.268563,1679.5
Cauliflower,Munshiganj,795.1,4470.83,2023,29.6,6.94,0.72,0.71,77.73003,26.91054,0.294596,0.256612,1839.8
Cauliflower,Munshiganj,795.1,4470.83,2024,28.98,8.34,0.75,0.75,77.5292,26.88167,0.289303,0.256876,1957.3
Cauliflower,Narayanganj,310,1466,2014,33.73,4.61,0.62,0.6,78.105,26.80878,0.279578,0.275848,1249.2
Cauliflower,Narayanganj,463,1477,2015,28.42,6.14,0.66,0.64,79.94585,26.47248,0.307889,0.306554,2200.9
Cauliflower,Narayanganj,456,1401,2016,30.42,7.91,0.72,0.71,80.84261,26.86195,0.314695,0.312209,1927.4
Cauliflower,Narayanganj,474,1463,2017,26.93,13.38,0.83,0.82,80.91587,26.27517,0.342765,0.333755,2688.2
Cauliflower,Narayanganj,492,1630,2018,28.39,7.63,0.76,0.75,79.41563,25.99396,0.309174,0.305515,1669
Cauliflower,Narayanganj,491,1530,2019,30.98,8.18,0.73,0.71,80.09223,26.13184,0.311219,0.307016,1624.7
Cauliflower,Narayanganj,485,1618,2020,28.58,7.96,0.79,0.79,79.67081,26.00878,0.308441,0.305647,2046.3
Cauliflower,Narayanganj,507.12,1705.12,2021,31.7,6.32,0.72,0.71,77.75756,26.58319,0.303426,0.297201,1827.1
Cauliflower,Narayanganj,455.34,2029.79,2022,30.76,5.84,0.71,0.72,78.43134,26.37378,0.297947,0.296873,1686.7
Cauliflower,Narayanganj,433.42,1894.39,2023,29.6,6.94,0.72,0.71,78.06817,26.6015,0.290794,0.288571,2016.6
Cauliflower,Narayanganj,433.42,1894.39,2024,29.43,8.34,0.75,0.75,78.28368,26.50815,0.278461,0.276598,2217.4
Cauliflower,Narsingdi,486,1823,2014,34.55,4.65,0.61,0.6,77.6406,26.65095,0.279102,0.274096,1403.7
Cauliflower,Narsingdi,486,1819,2015,28.44,5.85,0.66,0.65,79.66238,26.29974,0.306434,0.304522,2567.5
Cauliflower,Narsingdi,472,1882,2016,31.36,6.93,0.71,0.71,80.26242,26.70358,0.313761,0.311191,2045
Cauliflower,Narsingdi,462,1824,2017,28.09,12.61,0.82,0.81,80.78915,26.08082,0.336588,0.330015,3220.6
Cauliflower,Narsingdi,425,1679,2018,28.91,7.38,0.75,0.75,78.89921,25.83042,0.3069,0.307136,1783.2
Cauliflower,Narsingdi,427,1671,2019,32.13,8.19,0.73,0.72,79.47905,25.98168,0.313502,0.307917,1558.1
Cauliflower,Narsingdi,415,1627,2020,30.23,7.81,0.77,0.77,80.09693,25.65578,0.315395,0.310734,2007.3
Cauliflower,Narsingdi,407.49,1751.14,2021,32.64,6.35,0.72,0.71,78.15628,26.09662,0.304755,0.298203,1757.3
Cauliflower,Narsingdi,414.14,1996.08,2022,31.99,6.18,0.71,0.71,78.43948,26.13562,0.306122,0.306367,1750.7
Cauliflower,Narsingdi,422.35,2080.09,2023,30.51,6.95,0.71,0.7,76.90818,26.56281,0.293707,0.28989,2010.7
Cauliflower,Narsingdi,422.35,2080.09,2024,30.12,8.32,0.75,0.74,78.53903,26.15488,0.311921,0.311014,2075.4
Cauliflower,Rajbari,475,1152,2014,36.1,3.67,0.64,0.6,75.65668,26.66591,0.274856,0.240525,1245.3
Cauliflower,Rajbari,933,5620,2015,33.08,4.53,0.66,0.63,78.55459,26.30315,0.298818,0.278839,2045.5
Cauliflower,Rajbari,961,5724,2016,34.12,5.53,0.69,0.67,78.65995,26.75868,0.307093,0.283987,1722.3
Cauliflower,Rajbari,1023,6044,2017,33.22,8.41,0.78,0.76,79.81086,26.28078,0.328928,0.327148,2520.8
Cauliflower,Rajbari,1050,6146,2018,30.83,5.45,0.75,0.73,77.8063,25.90182,0.316298,0.31016,1587.2
Cauliflower,Rajbari,924,5706,2019,36.67,6.75,0.74,0.7,78.7466,26.07521,0.31758,0.313397,1480.8
Cauliflower,Rajbari,1093,6523,2020,31.29,6.91,0.81,0.79,79.58064,25.67559,0.31589,0.309426,2057.2
Cauliflower,Rajbari,1108,6617,2021,34.54,5.75,0.75,0.72,77.63754,26.21762,0.309755,0.301834,2003.4
Cauliflower,Rajbari,1112,5740,2022,34.51,4.68,0.71,0.7,79.05762,25.96313,0.325673,0.319315,1658.9
Cauliflower,Rajbari,1097,5728.1,2023,34.21,5.61,0.7,0.69,77.285,26.37822,0.298922,0.290739,1872.7
Cauliflower,Rajbari,1097,5728.1,2024,34.11,6.53,0.75,0.72,77.60561,26.32007,0.301897,0.291344,1710.9
Cauliflower,Shariatpur,73,323,2014,33.73,4.61,0.62,0.6,77.76589,27.17961,0.27045,0.259397,1255.6
Cauliflower,Shariatpur,47,193,2015,28.42,6.14,0.66,0.64,79.68115,26.74882,0.299586,0.292293,2068.7
Cauliflower,Shariatpur,53,251,2016,30.42,7.91,0.72,0.71,80.75237,27.13876,0.308513,0.29714,1862.7
Cauliflower,Shariatpur,68,301,2017,26.93,13.38,0.83,0.82,81.03662,26.46144,0.323743,0.319292,2643.6
Cauliflower,Shariatpur,70,302,2018,28.39,7.63,0.76,0.75,79.67245,26.0982,0.300272,0.300513,1862.5
Cauliflower,Shariatpur,77,335,2019,30.98,8.18,0.73,0.71,80.34644,26.22305,0.308128,0.304415,1485.5
Cauliflower,Shariatpur,86,365,2020,28.58,7.96,0.79,0.79,80.92068,25.97117,0.309539,0.307709,2175
Cauliflower,Shariatpur,102,746,2021,31.7,6.32,0.72,0.71,78.47323,26.56621,0.293677,0.289935,2007.6
Cauliflower,Shariatpur,105,757,2022,30.76,5.84,0.71,0.72,77.65021,26.76187,0.263712,0.271581,1597.1
Cauliflower,Shariatpur,116,847,2023,29.6,6.94,0.72,0.71,77.50428,26.9955,0.27797,0.282023,1720.2
Cauliflower,Shariatpur,116,847,2024,29.38,8.34,0.75,0.75,78.38595,26.66752,0.281935,0.288901,2124.7
Cauliflower,Tangail,1753,11070,2014,35.21,4.15,0.63,0.6,76.18012,26.53864,0.26528,0.260307,1386.5
Cauliflower,Tangail,1802,11638,2015,31.21,5.09,0.66,0.63,78.96102,26.20027,0.293851,0.293834,2080.1
Cauliflower,Tangail,1794,11512,2016,32.68,6.19,0.71,0.69,78.82384,26.70295,0.295513,0.292903,1774.3
Cauliflower,Tangail,1732,10954,2017,30.32,11.01,0.81,0.79,79.94451,26.2006,0.327843,0.326705,2997
Cauliflower,Tangail,1824,11601,2018,29.65,6.66,0.77,0.75,77.50151,25.92254,0.297055,0.297662,1561.5
Cauliflower,Tangail,1778,11603,2019,34.17,7.68,0.74,0.72,77.76759,26.23777,0.306182,0.302173,1528.2
Cauliflower,Tangail,1796,11357,2020,30.26,7.63,0.81,0.79,79.56779,25.59135,0.314341,0.310604,2069.3
Cauliflower,Tangail,1822.8,11569.21,2021,32.8,6.2,0.75,0.73,76.54216,26.20403,0.299121,0.294304,1742.3
Cauliflower,Tangail,1806.3,12467.44,2022,33.28,5.6,0.73,0.72,78.56447,26.01246,0.31425,0.310884,1891.9
Cauliflower,Tangail,1831.71,12766.53,2023,31.92,6.56,0.72,0.71,76.26765,26.4662,0.293047,0.289627,1561.5
Cauliflower,Tangail,1831.71,12766.53,2024,31.76,7.49,0.76,0.74,77.18861,26.26032,0.305667,0.303428,1710.5
Cauliflower,Bagerhat,333,1679,2014,35.17,4.42,0.71,0.64,76.15463,27.2592,0.27427,0.269631,1329.6
Cauliflower,Bagerhat,405,2023,2015,30.86,7.06,0.72,0.67,78.84979,26.784,0.297325,0.301118,1948.2
Cauliflower,Bagerhat,427,2340,2016,32.54,10.6,0.79,0.73,79.68418,27.33211,0.302908,0.299993,1900.5
Cauliflower,Bagerhat,443,2440,2017,29.69,13.81,0.84,0.81,79.95852,26.88088,0.299085,0.301382,2624.3
Cauliflower,Bagerhat,455,2457,2018,31.04,8.68,0.79,0.76,79.54861,26.24811,0.303181,0.299037,1971.5
Cauliflower,Bagerhat,468,2755,2019,31.2,11.4,0.8,0.76,79.76657,26.53149,0.298487,0.291149,1535
Cauliflower,Bagerhat,467,2650,2020,30.67,9.37,0.85,0.82,81.47284,25.93739,0.313883,0.310309,2132.8
Cauliflower,Bagerhat,470.5,2514.75,2021,34.17,7.28,0.77,0.71,79.49843,26.58638,0.299687,0.294258,2180.7
Cauliflower,Bagerhat,464.72,2519.49,2022,32.91,6.36,0.78,0.74,77.75212,26.71391,0.280651,0.282099,1988.1
Cauliflower,Bagerhat,479,2604.53,2023,31.71,7.46,0.78,0.73,78.65915,26.89401,0.291344,0.290432,1904.1
Cauliflower,Bagerhat,479,2604.53,2024,30.89,9.02,0.8,0.76,79.69357,26.63629,0.309266,0.305588,2427.7
Cauliflower,Chuadanga,1894,6710,2014,38.95,3.22,0.64,0.59,75.56953,26.87014,0.266301,0.259788,1245.3
Cauliflower,Chuadanga,2708,10129,2015,35.89,4.37,0.66,0.63,78.1702,26.5563,0.294078,0.292463,2045.5
Cauliflower,Chuadanga,1911,5822,2016,37.2,5.06,0.68,0.64,78.45123,27.00669,0.299199,0.297702,1722.3
Cauliflower,Chuadanga,1868,5759,2017,36.27,6.26,0.74,0.7,79.86498,26.33664,0.322471,0.320705,2532.5
Cauliflower,Chuadanga,1864,5763,2018,34.03,4.14,0.69,0.68,78.09947,25.92747,0.310469,0.304507,1615.3
Cauliflower,Chuadanga,1858,5755,2019,39.04,4.96,0.69,0.66,78.91994,26.13684,0.30996,0.305479,1539.9
Cauliflower,Chuadanga,1844,5696,2020,34.36,5.5,0.77,0.75,79.56539,25.79497,0.309998,0.30418,2052.7
Cauliflower,Chuadanga,1873,5871.53,2021,37.69,5.13,0.74,0.69,77.96224,26.19219,0.311538,0.304503,2120.4
Cauliflower,Chuadanga,1876.5,6142.85,2022,37.58,3.43,0.65,0.63,79.04752,25.9814,0.316658,0.31121,1663.1
Cauliflower,Chuadanga,1889.25,8549.39,2023,37.19,4.03,0.63,0.61,77.71044,26.3942,0.306336,0.302135,1884.1
Cauliflower,Chuadanga,1889.25,8549.39,2024,37.18,5.18,0.71,0.67,77.44656,26.50478,0.2986,0.295687,1731.8
Cauliflower,Jashore,1857,8361,2014,37.09,3.52,0.67,0.61,74.88584,27.10549,0.261106,0.256554,1283.7
Cauliflower,Jashore,1808,7996,2015,33.68,5.18,0.7,0.66,77.45488,26.853,0.280613,0.282798,1905.8
Cauliflower,Jashore,1808,8192,2016,35.52,7.23,0.75,0.7,77.48231,27.42244,0.285122,0.286248,1620.1
Cauliflower,Jashore,1851,8469,2017,34.27,9.45,0.8,0.77,79.17548,26.87053,0.312002,0.309992,2453.1
Cauliflower,Jashore,1864,8642,2018,33.05,5.49,0.76,0.73,77.75681,26.26278,0.305583,0.300775,1692.7
Cauliflower,Jashore,2171,12198,2019,36.49,7.2,0.76,0.72,79.34045,26.33454,0.31722,0.309255,1435.2
Cauliflower,Jashore,1933,9018,2020,34.24,7.15,0.83,0.81,79.9809,26.00759,0.311872,0.305579,1833.6
Cauliflower,Jashore,1966,9143.62,2021,37.48,6.11,0.76,0.7,78.77501,26.36347,0.307802,0.302275,2010.4
Cauliflower,Jashore,1955,9262.84,2022,36.36,4.62,0.73,0.71,78.70904,26.33896,0.299983,0.298312,1746.6
Cauliflower,Jashore,1684,8696,2023,34.47,5.47,0.73,0.7,77.32114,26.81819,0.290755,0.29025,2001.9
Cauliflower,Jashore,1684,8696,2024,35.06,5.18,0.71,0.67,78.32639,26.50362,0.316909,0.311128,1862.7
Cauliflower,Jhenaidah,1101,5260,2014,36.96,3.5,0.66,0.61,74.64485,26.8139,0.261736,0.248591,1346.7
Cauliflower,Jhenaidah,1093,5010,2015,33.67,4.77,0.68,0.64,77.38578,26.55756,0.282389,0.278292,2129.3
Cauliflower,Jhenaidah,1083,4979,2016,34.96,6.2,0.72,0.69,77.37631,27.08091,0.283611,0.279126,1588.5
Cauliflower,Jhenaidah,1378,7831,2017,34.23,8.71,0.8,0.77,79.37373,26.49614,0.319127,0.313649,2399.6
Cauliflower,Jhenaidah,1659,8989,2018,32.32,5.35,0.75,0.73,77.13663,26.08802,0.30136,0.292522,1577.1
Cauliflower,Jhenaidah,1657,8739,2019,37.05,6.54,0.74,0.71,78.49701,26.29014,0.302574,0.298143,1631.2
Cauliflower,Jhenaidah,1659,8770,2020,32.41,6.88,0.82,0.8,78.99698,25.96096,0.303409,0.296195,1933.9
Cauliflower,Jhenaidah,1668,8739.92,2021,36.57,5.81,0.76,0.72,77.87002,26.28538,0.302887,0.294333,2062.4
Cauliflower,Jhenaidah,1700,8997.7,2022,35.73,4.52,0.72,0.71,78.83479,26.09414,0.301148,0.298012,1657.6
Cauliflower,Jhenaidah,1707,9064.79,2023,34.51,5.41,0.72,0.69,76.09152,26.74063,0.279115,0.274998,1819.6
Cauliflower,Jhenaidah,1707,9064.79,2024,34.88,6.4,0.75,0.73,76.29785,26.73305,0.283852,0.279443,1840.3
Cauliflower,Khulna,599,3111,2014,37.09,3.52,0.67,0.61,76.13168,27.28453,0.367878,0.353434,1282.6
Cauliflower,Khulna,623,3286,2015,33.68,5.18,0.7,0.66,78.57775,26.87551,0.382364,0.377939,1775.6
Cauliflower,Khulna,624,3300,2016,35.52,7.23,0.75,0.7,79.2998,27.41187,0.389412,0.380502,1829.4
Cauliflower,Khulna,615,3289,2017,34.27,9.45,0.8,0.77,79.7281,27.08537,0.405649,0.40471,2427.9
Cauliflower,Khulna,610,3276,2018,33.05,5.49,0.76,0.73,79.2647,26.47365,0.412641,0.4028,1724
Cauliflower,Khulna,613,3350,2019,36.49,7.2,0.76,0.72,79.47092,26.76788,0.399847,0.392029,1557.7
Cauliflower,Khulna,616,3475,2020,34.24,7.15,0.83,0.81,80.42269,26.33966,0.403798,0.401386,2000.9
Cauliflower,Khulna,604.22,3278.27,2021,37.48,6.11,0.76,0.7,79.42782,26.73999,0.405285,0.395724,2193.2
Cauliflower,Khulna,607.35,3228.53,2022,36.36,4.62,0.73,0.71,78.25637,26.77439,0.388302,0.389563,1686.2
Cauliflower,Khulna,623.93,3341.6,2023,34.47,5.47,0.73,0.7,78.59065,27.02212,0.398362,0.391393,1788.6
Cauliflower,Khulna,623.93,3341.6,2024,34.54,6.69,0.76,0.73,79.20265,26.85609,0.404957,0.395318,2121.3
Cauliflower,Kushtia,886,4063,2014,36.1,3.67,0.64,0.6,74.83152,26.40358,0.268783,0.262933,1477.2
Cauliflower,Kushtia,851,4104,2015,33.08,4.53,0.66,0.63,78.03124,26.22892,0.290785,0.290281,2126.4
Cauliflower,Kushtia,804,3848,2016,34.12,5.53,0.69,0.67,77.31947,26.7832,0.291172,0.290532,1579.2
Cauliflower,Kushtia,806,3797,2017,33.22,8.41,0.78,0.76,79.92413,26.29916,0.318426,0.315374,2399.9
Cauliflower,Kushtia,818,3870,2018,30.83,5.45,0.75,0.73,77.45856,25.87191,0.303543,0.296479,1410.2
Cauliflower,Kushtia,837,4019,2019,36.67,6.75,0.74,0.7,78.72038,26.02543,0.311632,0.306166,1440.7
Cauliflower,Kushtia,848,4207,2020,31.29,6.91,0.81,0.79,79.52313,25.71158,0.305264,0.303389,1986.7
Cauliflower,Kushtia,863,4268,2021,34.54,5.75,0.75,0.72,77.81663,26.03133,0.300808,0.294106,1756.8
Cauliflower,Kushtia,954,4855,2022,34.51,4.68,0.71,0.7,79.34634,25.85261,0.309876,0.308182,1573.5
Cauliflower,Kushtia,867,4578,2023,34.21,5.61,0.7,0.69,76.52176,26.42041,0.287973,0.281631,1602.9
Cauliflower,Kushtia,867,4578,2024,34.19,6.53,0.75,0.72,76.60694,26.42038,0.290888,0.289035,1596.3
Cauliflower,Magura,210,721,2014,37.09,3.52,0.67,0.61,74.45497,26.58359,0.264143,0.256432,1380.7
Cauliflower,Magura,202,712,2015,33.68,5.18,0.7,0.66,77.56233,26.42685,0.284672,0.28255,2182.8
Cauliflower,Magura,292,667,2016,35.52,7.23,0.75,0.7,76.76978,26.97775,0.285044,0.282869,1378.5
Cauliflower,Magura,199,684,2017,34.27,9.45,0.8,0.77,79.60012,26.31586,0.32175,0.317365,2321
Cauliflower,Magura,205,695,2018,33.05,5.49,0.76,0.73,77.14442,25.86148,0.30808,0.300801,1481.6
Cauliflower,Magura,200,680,2019,36.49,7.2,0.76,0.72,78.70653,25.99511,0.316806,0.31072,1486.4
Cauliflower,Magura,1659,262,2020,34.24,7.15,0.83,0.81,79.5643,25.62217,0.312754,0.30679,2014.9
Cauliflower,Magura,214.8,734.33,2021,37.48,6.11,0.76,0.7,77.79168,25.96391,0.308667,0.302373,1841.7
Cauliflower,Magura,220.15,1917.16,2022,36.36,4.62,0.73,0.71,79.18308,25.84031,0.321489,0.317476,1633.1
Cauliflower,Magura,329.5,2964.68,2023,34.47,5.47,0.73,0.7,75.63762,26.58978,0.283465,0.27728,1542.5
Cauliflower,Magura,329.5,2964.68,2024,34.24,6.69,0.76,0.73,75.90353,26.5927,0.287394,0.288794,1676.9
Cauliflower,Meherpur,379,1853,2014,38.48,3.19,0.6,0.57,73.49349,26.86533,0.260905,0.255827,1303.4
Cauliflower,Meherpur,379,2255,2015,35.6,4.04,0.63,0.6,76.4837,26.75663,0.28101,0.280639,2043.4
Cauliflower,Meherpur,459,3050,2016,36.72,4.63,0.65,0.63,75.50511,27.34672,0.276384,0.277595,1306.6
Cauliflower,Meherpur,466,3075,2017,36.09,5.86,0.72,0.7,78.6491,26.41421,0.315001,0.313334,2184.1
Cauliflower,Meherpur,459,3062,2018,33.7,4.12,0.66,0.66,76.43359,25.87127,0.307173,0.298239,1487.5
Cauliflower,Meherpur,699,4389,2019,38.86,5.04,0.67,0.65,77.70214,26.0961,0.305521,0.303817,1440.9
Cauliflower,Meherpur,616,6374,2020,33.39,5.47,0.75,0.74,78.8665,25.60702,0.314126,0.309061,2038.8
Cauliflower,Meherpur,884,8753,2021,36.8,4.77,0.71,0.68,76.22816,26.19716,0.297805,0.29332,1847.3
Cauliflower,Meherpur,1057,10517.17,2022,36.14,3.46,0.61,0.61,78.38218,25.93046,0.304927,0.305201,1647.3
Cauliflower,Meherpur,1053,10538.74,2023,36.93,4.2,0.61,0.6,74.24435,26.77364,0.280946,0.277846,1625.1
Cauliflower,Meherpur,1053,10538.74,2024,37,5.15,0.69,0.67,75.57272,26.50028,0.297907,0.29973,1845
Cauliflower,Narail,292,876,2014,37.09,3.52,0.67,0.61,75.56438,27.04392,0.262886,0.259194,1259.6
Cauliflower,Narail,300,902,2015,33.68,5.18,0.7,0.66,78.02974,26.73307,0.283135,0.28628,1927
Cauliflower,Narail,315,973,2016,35.52,7.23,0.75,0.7,78.21315,27.29842,0.289533,0.290497,1732.5
Cauliflower,Narail,314,1001,2017,34.27,9.45,0.8,0.77,78.99069,26.70449,0.319244,0.315686,2519.7
Cauliflower,Narail,307,1001,2018,33.05,5.49,0.76,0.73,77.33572,26.2714,0.306546,0.300258,1608.6
Cauliflower,Narail,388,1381,2019,36.49,7.2,0.76,0.72,78.13615,26.48132,0.30252,0.297405,1415
Cauliflower,Narail,848,1450,2020,34.24,7.15,0.83,0.81,79.00987,26.08507,0.305434,0.299262,2019.1
Cauliflower,Narail,418,1497,2021,37.48,6.11,0.76,0.7,77.65624,26.49621,0.301858,0.295358,2057.4
Cauliflower,Narail,430,1533.92,2022,36.36,4.62,0.73,0.71,77.48778,26.4799,0.292214,0.293084,1726.1
Cauliflower,Narail,439,1275,2023,34.47,5.47,0.73,0.7,76.75444,26.86779,0.28627,0.288277,1837.5
Cauliflower,Narail,439,1275,2024,33.6,6.69,0.76,0.73,78.32301,26.48626,0.320776,0.317424,1915.7
Cauliflower,Satkhira,962,5386,2014,35.13,3.67,0.75,0.65,75.77601,27.39984,0.370267,0.356168,1297
Cauliflower,Satkhira,1096,6185,2015,32.06,5.67,0.76,0.7,78.60522,26.99007,0.386019,0.382087,1785.1
Cauliflower,Satkhira,1071,5681,2016,34.41,8.27,0.81,0.74,79.25554,27.47687,0.396262,0.387928,1751.6
Cauliflower,Satkhira,1090,6114,2017,32.49,10.45,0.83,0.79,78.78003,27.1863,0.406178,0.401342,2434.7
Cauliflower,Satkhira,1098,6127,2018,32.57,6.27,0.8,0.75,77.41933,26.68124,0.397674,0.390676,1825.6
Cauliflower,Satkhira,1087,6089,2019,33.63,8.67,0.81,0.76,78.67469,26.75406,0.402234,0.392213,1632.1
Cauliflower,Satkhira,1059,5980,2020,32.58,7.45,0.85,0.83,79.46527,26.2826,0.401754,0.401394,1723.7
Cauliflower,Satkhira,1110.43,6397.43,2021,35.15,6.7,0.81,0.72,78.31468,26.83549,0.399459,0.388721,2184.7
Cauliflower,Satkhira,1107.74,6374.8,2022,34.54,5.06,0.79,0.74,77.76783,26.69328,0.385627,0.385621,1654.5
Cauliflower,Satkhira,1117.47,6511.56,2023,32.72,5.94,0.79,0.73,77.70844,27.13001,0.39508,0.392133,2071.1
Cauliflower,Satkhira,1117.47,6511.56,2024,32.35,7.3,0.81,0.76,79.28565,26.65833,0.421448,0.416675,1915.3
Cauliflower,Jamalpur,485,1808,2014,34.46,4.91,0.63,0.62,77.3197,26.24885,0.279181,0.272304,1677
Cauliflower,Jamalpur,483,1852,2015,28.77,5.43,0.65,0.64,80.40263,25.88268,0.301882,0.298726,2489.8
Cauliflower,Jamalpur,482,1826,2016,32.31,6.82,0.69,0.68,80.18618,26.30817,0.306241,0.301515,2092.8
Cauliflower,Jamalpur,509,1931,2017,28.44,10.63,0.79,0.78,81.76113,25.77069,0.335783,0.330699,3117.7
Cauliflower,Jamalpur,279,1065,2018,27.98,7.05,0.74,0.73,79.55438,25.49427,0.319142,0.311044,1753.3
Cauliflower,Jamalpur,300,1011,2019,31.7,9,0.72,0.71,79.50301,25.79787,0.314745,0.31376,2140.4
Cauliflower,Jamalpur,3002,11459,2020,29.83,9.37,0.79,0.78,81.25143,25.29056,0.31676,0.312973,2924.3
Cauliflower,Jamalpur,2876,11090,2021,32.54,6.59,0.73,0.71,78.93183,25.6894,0.302586,0.292426,1782.6
Cauliflower,Jamalpur,2899,30200,2022,30.63,6.71,0.72,0.72,79.96785,25.6545,0.306845,0.305074,2313.2
Cauliflower,Jamalpur,2820,29585,2023,31.18,7,0.7,0.69,77.42583,26.20699,0.290719,0.283483,2008.8
Cauliflower,Jamalpur,2820,29585,2024,30.92,7.3,0.81,0.76,78.63759,25.79924,0.318448,0.315725,1867.3
Cauliflower,Mymensingh,1199,4476,2014,33.77,5.36,0.63,0.62,77.60319,26.22114,0.280619,0.277911,2040.7
Cauliflower,Mymensingh,1726,18827,2015,28.4,6.36,0.68,0.67,80.0263,25.83621,0.302973,0.304038,2908.2
Cauliflower,Mymensingh,1785,20145,2016,31.05,8.29,0.74,0.73,80.18898,26.26489,0.313737,0.31128,2803.1
Cauliflower,Mymensingh,1719,20098,2017,27.92,14.35,0.83,0.81,81.45005,25.7502,0.344544,0.339403,3489.9
Cauliflower,Mymensingh,1554,17816,2018,28.46,8.78,0.77,0.77,79.04659,25.55899,0.319762,0.314225,1844.8
Cauliflower,Mymensingh,1672,19474,2019,31.24,10.15,0.75,0.74,79.078,25.84257,0.316015,0.313048,2226
Cauliflower,Mymensingh,2200,17500,2020,30.08,9.86,0.79,0.78,80.48628,25.37439,0.316373,0.313202,2737.1
Cauliflower,Mymensingh,1717,16965,2021,32.83,7.48,0.73,0.73,78.04121,25.92076,0.29856,0.292966,1870.8
Cauliflower,Mymensingh,1664,20566,2022,31.33,7.95,0.74,0.73,79.88702,25.50158,0.325575,0.320343,2567.6
